controle,ano,titulo,titulo_do,bairro_fato_original,bairro
49119871-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Jacarepagua,Jacarepaguá
01096031-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Senador camara,Senador Camará
09300571-2019,2019,Homicídio (outros),Homicídio doloso,Jardim sulacap,Jardim Sulacap
83826801-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bras de pina,Brás de Pina
83826801-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bras de pina,Brás de Pina
49863611-2019,2019,Homicídio Provocado por Queimaduras,Homicídio doloso,Rio das pedras,Itanhangá
75236101-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Costa barros,Costa Barros
75776581-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Madureira,Madureira
98450841-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Coelho neto,Coelho Neto
00701331-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Rocha miranda,Rocha Miranda
07343321-2019,2019,Homicídio (outros),Homicídio doloso,Santa cruz,Santa Cruz
08450811-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Madureira,Madureira
08450811-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Madureira,Madureira
16417751-2019,2019,Homicídio (outros),Homicídio doloso,Curicica,Curicica
33317661-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bento ribeiro,Bento Ribeiro
47271931-2019,2019,Homicídio (outros),Homicídio doloso,Guaratiba,Guaratiba
60147561-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Santa cruz,Santa Cruz
81641131-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vila isabel,Vila Isabel
54168741-2019,2019,Lesão Corporal Seguida de Morte (outros),Lesão corporal seguida de morte,Bangu,Bangu
18399351-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
43508701-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Tijuca,Tijuca
64086401-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Cidade de deus,Cidade de Deus
64086401-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Cidade de deus,Cidade de Deus
64086401-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Cidade de deus,Cidade de Deus
66491311-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Sampaio,Sampaio
74114941-2019,2019,Homicídio (outros),Homicídio doloso,Pavuna,Pavuna
79875791-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Coelho neto,Coelho Neto
08471591-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Marechal hermes,Marechal Hermes
65197711-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bangu,Bangu
71270371-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Mare,Maré
89765281-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Recreio,Recreio dos Bandeirantes
70515611-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Anchieta,Anchieta
82903511-2019,2019,Homicídio Provocado por Paulada,Homicídio doloso,Bangu,Bangu
90433081-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Agua santa,Água Santa
90433081-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Agua santa,Água Santa
28197591-2019,2019,Homicídio (outros),Homicídio doloso,Bangu,Bangu
28197591-2019,2019,Homicídio (outros),Homicídio doloso,Bangu,Bangu
28197591-2019,2019,Homicídio (outros),Homicídio doloso,Bangu,Bangu
63116021-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Piedade,Piedade
21758801-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
39435562-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Barra da tijuca,Barra da Tijuca
39538661-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bras de pina,Brás de Pina
72706612-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Campo grande,Campo Grande
73914311-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Engenho novo,Engenho Novo
73914311-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Engenho novo,Engenho Novo
86455161-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Senador camara,Senador Camará
26032871-2019,2019,Homicídio (outros),Homicídio doloso,Inhoaiba,Inhoaíba
59023961-2019,2019,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Sepetiba,Sepetiba
80851251-2019,2019,Homicídio (outros),Homicídio doloso,Santa cruz,Santa Cruz
41267811-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Vila kenedy,Bangu
53187892-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
86461961-2019,2019,Homicídio (outros),Homicídio doloso,Bangu,Bangu
91666871-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Penha,Penha
11178741-2019,2019,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Cidade nova,Cidade Nova
24960062-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vargem pequena,Vargem Pequena
36857241-2019,2019,Lesão Corporal Seguida de Morte (outros),Lesão corporal seguida de morte,Penha,Penha
54793131-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Costa barros,Costa Barros
55116911-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Costa barros,Costa Barros
55116911-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Costa barros,Costa Barros
57261791-2019,2019,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Senador camara,Senador Camará
06831321-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Gardenia azul,Gardênia Azul
36033862-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Vila kennedy - bangu,Bangu
52140091-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Padre miguel,Padre Miguel
82866391-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Costa barros,Costa Barros
82866391-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Costa barros,Costa Barros
90835661-2019,2019,Homicídio (outros),Homicídio doloso,Galeao,Galeão
50580151-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Tijuca,Tijuca
50580151-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Tijuca,Tijuca
64908591-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Mariopolis,Anchieta
67340081-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vicente de carvalho,Vicente de Carvalho
94615071-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Tijuca,Tijuca
96020421-2019,2019,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Santo cristo,Santo Cristo
00538171-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Pilares,Pilares
02315931-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bonsucesso,Bonsucesso
37198431-2019,2019,Homicídio (outros),Homicídio doloso,Guadalupe,Guadalupe
66132171-2019,2019,Homicídio (outros),Homicídio doloso,Sta cruz.,Santa Cruz
66207041-2019,2019,Homicídio (outros),Homicídio doloso,Pavuna,Pavuna
66207041-2019,2019,Homicídio (outros),Homicídio doloso,Pavuna,Pavuna
83504611-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Relanego,Realengo
92367961-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
08341201-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Sao cristovao,São Cristóvão
44915491-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Pavuna,Pavuna
49362212-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Recreio,Recreio dos Bandeirantes
54211141-2019,2019,Homicídio Provocado por Paulada,Homicídio doloso,Campo grande,Campo Grande
36040011-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vista alegre,Vista Alegre
46588771-2019,2019,Homicídio (outros),Homicídio doloso,Senador camara,Senador Camará
63882401-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Gardenia azul,Gardênia Azul
72715461-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Pavuna,Pavuna
33899781-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Guadalupe,Guadalupe
34826011-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Guadaluoe,Guadalupe
49392801-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Costa barros,Costa Barros
99210271-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Ramos,Ramos
05361941-2019,2019,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Copacabana,Copacabana
24106731-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Piedade,Piedade
26053151-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Ramos,Ramos
35594971-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Freguesia (ilha do governador),Freguesia (Ilha do Governador)
85624561-2019,2019,Homicídio (outros),Homicídio doloso,Bangu,Bangu
96470431-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
96470431-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
15447621-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vicente de carvalho,Vicente de Carvalho
35709541-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Realengo,Realengo
41252721-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bonsucesso,Bonsucesso
62234791-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bonsucesso,Bonsucesso
73242401-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Nova holanda - mare,Maré
87352281-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bonsucesso,Bonsucesso
87352281-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bonsucesso,Bonsucesso
92907021-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Anchieta,Anchieta
92907021-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Anchieta,Anchieta
35000751-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bangu,Bangu
39575151-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Taquara,Taquara
49020551-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
71227651-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Marechal hermes,Marechal Hermes
71227651-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Marechal hermes,Marechal Hermes
80970051-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Realengo,Realengo
29273141-2019,2019,Homicídio (outros),Homicídio doloso,Realengo,Realengo
29273141-2019,2019,Homicídio (outros),Homicídio doloso,Realengo,Realengo
77295241-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Costa barros,Costa Barros
82586041-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Coelho neto,Coelho Neto
96816381-2019,2019,Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo,Latrocínio (Roubo seguido de morte),Bangu,Bangu
52256801-2019,2019,Homicídio Provocado por Emprego de Arma Branca,Homicídio doloso,Gloria,Glória
73769381-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Costa barros,Costa Barros
81682431-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Pavuna,Pavuna
84601392-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Vila do joao,Maré
24854181-2019,2019,Homicídio (outros),Homicídio doloso,Ramos,Ramos
42903421-2019,2019,Homicídio (outros),Homicídio doloso,Jardim america,Jardim América
53976151-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Campo grande,Campo Grande
73611641-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Olaria,Olaria
79533441-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Senador camara,Senador Camará
86493251-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Campo grande,Campo Grande
86493251-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Campo grande,Campo Grande
00121741-2019,2019,Homicídio (outros),Homicídio doloso,Rocha miranda,Rocha Miranda
15168981-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Gamboa,Gamboa
38416681-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Complexo do sao carlos,Estácio
38416681-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Complexo do sao carlos,Estácio
40501091-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Barra da tijuca,Barra da Tijuca
43269891-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Realengo,Realengo
43269891-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Realengo,Realengo
58736561-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Cachambi,Cachambi
66173551-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Barra da tijuca,Barra da Tijuca
10251441-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Inhoaiba,Inhoaíba
22993921-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Bento ribeiro,Bento Ribeiro
32390991-2019,2019,Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo,Latrocínio (Roubo seguido de morte),Tijuca,Tijuca
51261981-2019,2019,Homicídio (outros),Homicídio doloso,Jd guanabara,Jardim Guanabara
66356931-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Padre miguel,Padre Miguel
23526851-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Manguinhos,Manguinhos
24134301-2019,2019,Morte por Intervenção de Agente do Estado,Morte por intervenção de agente do Estado,Bonsucesso,Bonsucesso
63217861-2019,2019,Homicídio Provocado por Projétil de Arma de Fogo,Homicídio doloso,Cascadura,Cascadura
